"ItemCode","Packing","BarCode","SPrice","Qty"
"11760","JAR","6291069712124","700","1"
"11761","JAR","8964001753780","235","1"
"11762","Pc","8850233120080","490","1"
"1269","Pc","8964001764014","500","1"
"11763","TIN","8698562895565","380","1"
"11763","TIN","8698562895350","380","1"
"11764","POUCH","040000488064","820","1"
"11764","POUCH","040000488088","820","1"
"11765","TIN","5000166014793","380","1"
"11766","POUCH","8850477051157","1120","1"
"11767","POUCH","8850477001664","2840","1"
"8829","POUCH","6936363903174","990","1"
"9858","JAR","7891000312704","950","1"
"11768","Pc","5000159390729","590","1"
"11769","Pc","6986548881186","440","1"
"11770","Pc","796648128151","40","1"
"11770","Pc","796648125150","40","1"
"11401","Box","8000500023976","2655","15"
"6680","Box","7622201778996","700","24"
"11773","Pc","84111","1580","1"
"11774","Pc","84121","840","1"
"11776","Pc","84141","520","1"
"11777","Pc","84151","980","1"
"11779","Pc","84171","970","1"
"11778","Pc","84161","890","1"
"11780","Pc","84181","1060","1"
"11781","Pc","84191","980","1"
"11782","Pc","84201","1880","1"
"11783","Pc","84211","1080","1"
"11784","Pc","84221","985","1"
"11785","Pc","84231","780","1"
"11786","Pc","84241","1090","1"
"11787","Pc","84251","1280","1"
"11788","Pc","84261","330","1"
"11789","Pc","84271","1770","1"
"11790","Pc","84281","960","1"
"11791","Pc","84291","1340","1"
"11792","Pc","84301","740","1"
"11793","Pc","84311","590","1"
"11795","Pc","84331","660","1"
"12402","Pc","90451","140","1"
"11822","Pc","6294007504218","1040","1"
"12403","Pc","90461","390","1"
"12406","Pkt","8003940020734","220","1"
"12405","Pkt","8003940020031","220","1"
"12407","Pc","90501","175","1"
"12408","Pc","90511","830","1"
"5269","Pc","14671","325","1"
"12409","Pc","90521","190","1"
"12410","Pc","90531","235","1"
"12411","Pc","90541","195","1"
"12412","Pc","90551","180","1"
"12413","Pc","90561","130","1"
"12414","Pc","90571","585","1"
"12415","Pc","90581","290","1"
"12416","Pc","90591","195","1"
"10841","Box","8964000798638","1320","12"
"12417","Pc","90601","320","1"
"12418","Pc","90611","680","1"
"12419","Pc","90621","230","1"
"12420","Pc","90631","310","1"
"12421","Pc","90641","140","1"
"12422","Pc","90651","160","1"
"12423","Pc","90661","445","1"
"12424","Pc","90671","570","1"
"12425","Pc","90681","135","1"
"12426","Pc","90691","180","1"
"12427","Pc","90701","620","1"
"12428","Pc","90711","475","1"
"12429","Pc","90721","140","1"
"12430","Pc","90731","190","1"
"12431","Pc","90741","130","1"
"12432","Box","8964002075188","115","1"
"12433","Box","8964002075140","115","1"
"12434","Pc","8964001764052","570","1"
"11796","Pkt","84341","580","1"
"11797","Pc","84351","570","1"
"11798","Pc","84361","990","1"
"11799","Pc","84371","1080","1"
"11800","Pc","84381","1630","1"
"11802","Pc","84401","470","1"
"11801","Pc","84391","1740","1"
"11803","Pc","84411","1090","1"
"11805","Pc","84431","2280","1"
"11804","Pc","84421","1330","1"
"3584","POUCH","8964000823002","280","1"
"11808","Pc","839796000525","410","1"
"11806","POUCH","839796006220","40","1"
"11809","Pc","3600541125209","950","1"
"11812","Pc","3061375122015","2900","1"
"11811","Pc","3061375119015","2900","1"
"11810","Pc","3061375115017","2900","1"
"11813","Pc","3600521230244","2900","1"
"11814","Pc","3600521230268","2900","1"
"11815","Pc","3600521230299","2900","1"
"356","Pc","3574660028119","770","1"
"7857","Pump","3574661531748","1830","1"
"7857","Pump","3574669907408","1830","1"
"2823","BOTTLE","3574661584645","1350","1"
"11820","JAR","6294007501316","920","1"
"11821","JAR","6294007500418","990","1"
"11820","JAR","6294007500319","920","1"
"11822","Pc","6294007503211","1040","1"
"11824","Pc","8961100002368","125","1"
"2071","BOTTLE","3574669907828","780","1"
"6630","Box","7622210860651","2750","24"
"11826","Pc","84641","40","1"
"11827","Pc","84651","120","1"
"11827","Pc","8906004510632","120","1"
"2101","Pc","63941","190","1"
"11831","Pc","84691","30","1"
"11830","Pc","84681","30","1"
"11832","BOTTLE","4023300867100","2150","1"
"11833","Pc","034000312177","1490","1"
"11834","BOTTLE","8410159044077","770","1"
"11835","BOTTLE","8410159267070","880","1"
"11836","TIN","8410179004112","300","1"
"11837","TIN","8410179004129","510","1"
"11839","POUCH","8850632205159","340","1"
"11840","POUCH","","180","1"
"11841","POUCH","8850632200260","280","1"
"11842","POUCH","8850632200284","280","1"
"11843","Pc","5000101132704","515","1"
"11843","Pc","5000101500718","515","1"
"11843","Pc","5000101968051","515","1"
"11843","Pc","5000101968211","515","1"
"11844","Pc","8966000030527","270","1"
"11845","Pc","8966000030510","330","1"
"7989","Pc","748252468956","240","1"
"7989","Pc","748252469151","240","1"
"11847","Pc","8964002137466","240","1"
"11848","JAR","4006067060977","3350","1"
"11848","JAR","4006067084225","3350","1"
"11091","Pc","6954842276663","160","1"
"11091","Pc","6954842276632","160","1"
"11091","Pc","6947446410090","160","1"
"10551","Pc","6294015103403","745","1"
"10551","Pc","6294015103373","745","1"
"356","Pc","8850007010265","770","1"
"3249","Pc","8904006307403","1120","1"
"3249","Pc","8904006305591","1120","1"
"11849","Pc","3304502202861","1090","1"
"11850","Pc","3395502510018","840","1"
"11851","Pc","6291012023123","250","1"
"11853","Pc","6925933898859","170","1"
"10202","Pc","012546011600","340","1"
"10202","Pc","070221008741","340","1"
"10202","Pc","012546011662","340","1"
"10202","Pc","012546011624","340","1"
"10202","Pc","012546011723","340","1"
"10202","Pc","070221008642","340","1"
"11854","Pc","8961101231514","1090","1"
"11855","Pc","5000159020312","380","1"
"11856","Pc","76145759","290","1"
"11857","Pc","96202371","150","1"
"11859","Pc","8961258425989","45","1"
"10916","Pc","8991102380706","30","1"
"10916","Box","8991102380805","630","24"
"10917","Pc","8681259500163","70","1"
"10917","Pc","8681259500255","70","1"
"10917","Pc","8681259500347","70","1"
"9829","Pc","8888300800504","170","1"
"9829","Pc","8850002015241","170","1"
"11866","Pc","8964000570166","80","1"
"11867","Pc","6291106810707","720","1"
"11867","Pc","6291106810752","720","1"
"11867","Pc","6291106810738","720","1"
"11867","Pc","6291106811254","720","1"
"11867","Pc","6291106810691","720","1"
"11867","Pc","6291106810714","720","1"
"11867","Pc","6291106810769","720","1"
"11867","Pc","6291106810677","720","1"
"11870","Pc","6920293601620","95","1"
"11870","Pc","6920293601606","95","1"
"11869","Pc","6976330568258","190","1"
"11870","Pc","85103","95","1"
"7424","Pc","6934985787226","160","1"
"11871","Pc","6945507881582","160","1"
"11874","POUCH","6281024110126","490","1"
"11873","POUCH","6281024110096","490","1"
"11872","POUCH","6281024110089","490","1"
"11876","Pc","705632325599","720","1"
"11877","Pc","8964000074626","680","1"
"11879","Pkt","8964000074053","670","1"
"11880","TIN","8964000074459","2800","1"
"11881","Pkt","6009679060913","30","1"
"1562","SACHET","6009679062580","50","1"
"15271","Box","5059001002891","3250","1"
"979","Box","8964002528790","315","1"
"604","BOTTLE","6533411517736","410","1"
"11883","TIN","6890767830712","1630","1"
"5234","TIN","9002490100070","490","1"
"11886","Pc","85261","425","1"
"11887","Pc","85271","390","1"
"11888","Pc","4902508263818","649","1"
"11888","Pc","6025","649","1"
"11889","Pc","6970335160035","290","1"
"11890","Pc","4711146111333","820","1"
"11891","Pc","8850851110036","499","1"
"11892","Pc","8850851110081","485","1"
"11893","Pc","8850851701715","390","1"
"11894","Pc","8850851110012","525","1"
"11895","Pc","8850851110050","525","1"
"11896","Pc","8412428012510","840","1"
"11896","Pc","8412428012558","840","1"
"11896","Pc","8412428026173","840","1"
"11896","Pc","8412428014422","840","1"
"11896","Pc","8412428014439","840","1"
"11896","Pc","8412428025237","840","1"
"11896","Pc","8412428021451","840","1"
"11896","Pc","8412428021406","840","1"
"11896","Pc","8412428011117","840","1"
"11896","Pc","8412428013913","840","1"
"11896","Pc","8412428016792","840","1"
"11896","Pc","8412428015689","840","1"
"11896","Pc","8412428017553","840","1"
"11900","Pc","079400459480","2270","1"
"11899","Pc","079400459510","2270","1"
"11898","Pc","079400459534","2270","1"
"11897","Pc","079400459497","2270","1"
"11901","Pc","079400604965","820","1"
"6882","BOTTLE","8993417390227","540","1"
"5633","Pc","80135890","390","1"
"10792","Pc","729872355994","80","1"
"11902","Pkt","8964000821411","700","1"
"3548","Pc","6001087006835","940","1"
"11903","Pc","85431","410","1"
"11904","Pc","85441","270","1"
"11905","Pc","85451","320","1"
"11906","Pc","85461","240","1"
"11907","Pc","85471","220","1"
"11908","Pc","85481","230","1"
"11909","Pc","85491","270","1"
"11912","POUCH","6958795976311","240","1"
"8007","Pc","8964000047453","330","1"
"8007","Pc","8964000047460","330","1"
"8008","Pc","8964000045954","490","1"
"8008","Pc","8964000045961","490","1"
"11913","POUCH","85532","360","1"
"11914","Pc","85541","220","1"
"11916","Pc","8698623900085","130","1"
"11916","Pc","8698623900078","130","1"
"11915","Pc","6901997601871","65","1"
"11917","Pc","85572","20","1"
"11918","Pc","6934693191223","170","1"
"11920","Pc","85601","220","1"
"11919","Pc","85591","160","1"
"11641","Pc","6913362888268","140","1"
"9582","Pc","1523662992319","130","1"
"11922","Pc","85621","200","1"
"11923","Pc","85631","250","1"
"11924","Pc","85641","250","1"
"11925","Pc","85651","250","1"
"11926","Pc","85661","280","1"
"11928","Pc","85681","280","1"
"11929","Pc","85691","280","1"
"11930","Pc","85701","360","1"
"11935","Pc","8717185381764","1280","1"
"11934","Pc","8717185380521","1650","1"
"11933","Pc","8717185383539","1650","1"
"11932","Pc","8717185381993","1650","1"
"11931","Pc","8717185381979","1650","1"
"11936","Pc","8718734856757","2860","1"
"11943","Pc","8718734856672","1720","1"
"11942","Pc","8718375528990","1320","1"
"11941","Pc","8718375528952","1670","1"
"11940","Pc","8718375528020","1320","1"
"11939","Pc","8718375529010","1320","1"
"11938","Pc","8718375528914","1320","1"
"11937","Pc","8718375528891","1320","1"
"11944","Pc","8717185384291","1320","1"
"11945","Pc","8719281103479","3280","1"
"11946","Pc","8719281103547","3190","1"
"11947","Pc","8719281045779","2900","1"
"11948","Pc","8717185385281","750","1"
"9805","Box","6920180301626","215","1"
"11091","Pc","6954842276625","160","1"
"11091","Pc","6954842276588","160","1"
"11949","Box","85891","230","1"
"11950","Pc","6399365840","12900","1"
"11951","Pc","3351500002702","10600","1"
"11952","Pc","085805558420","4550","1"
"11953","Pc","3614223379972","5450","1"
"11954","Pc","3423470311358","5350","1"
"11963","Pc","3700108350225","1940","1"
"11962","Pc","6290171010159","4280","1"
"11962","Pc","6290171010166","4280","1"
"11961","Pc","3760060760715","2140","1"
"11960","Pc","6290171050285","2140","1"
"11959","Pc","6290171050292","2480","1"
"11958","Pc","7640171190877","4770","1"
"11957","Pc","7640163971613","4770","1"
"11956","Pc","3355992004596","2490","1"
"11955","Pc","3355992000260","3340","1"
"11953","Pc","1557350569","5450","1"
"11965","Pc","4023300863300","2950","1"
"11966","Pc","86061","790","1"
"11967","Pc","86071","1380","1"
"11968","Pc","86081","1870","1"
"11969","Pc","86091","550","1"
"11970","Pc","86101","680","1"
"11971","Pc","86111","825","1"
"11972","Pc","86121","480","1"
"11975","Pc","86151","530","1"
"11974","Pc","86141","310","1"
"11973","Pc","86131","160","1"
"11976","Pc","86161","490","1"
"11977","Pc","86171","845","1"
"11978","Pc","86181","890","1"
"11979","Pc","86191","1090","1"
"11950","Pc","3351500920037","12900","1"
"11980","Pc","86201","280","1"
"11981","Pc","86211","270","1"
"11982","Pc","86221","470","1"
"11983","Pc","86231","95","1"
"11984","Pc","86241","110","1"
"11985","Pc","86251","250","1"
"9632","Pc","5000231008771","369","1"
"11986","Pc","86261","150","1"
"11986","Pc","8964002547005","150","1"
"11987","Pc","86271","220","1"
"11988","BOTTLE","8964000031087","360","1"
"11992","Pc","792625892763","220","1"
"11993","Pc","6931078930255","1480","1"
"11994","Pc","6931078930651","1150","1"
"10179","Box","4011100240216","6960","24"
"11996","Pc","86361","280","1"
"11997","BOTTLE","8964002686056","140","1"
"6128","POUCH","8964000821176","280","1"
"3583","POUCH","8964000823118","280","1"
"12000","POUCH","671866277334","95","1"
"9543","Pkt","61702","2100","1"
"9542","Pkt","61692","840","1"
"9541","Pkt","61682","420","1"
"12001","Pc","5060453450765","440","1"
"12003","Pc","120031","260","1"
"22119","BOTTLE","5414145062789","1380","1"
"12013","Pc","5069995048171","640","1"
"12012","Pc","5069995048164","640","1"
"12018","Box","5060453454688","570","1"
"12021","Pc","5060453454022","680","1"
"12025","Pc","8801038585130","60","1"
"12026","Pc","8801038578507","50","1"
"12027","Pc","8801038583501","490","1"
"12028","Pc","8801038595856","120","1"
"12029","Pc","8801038514932","145","1"
"6155","Pc","6920092231257","130","1"
"6155","Pc","6928835585711","130","1"
"12030","Pc","6682838968727","140","1"
"12275","Pc","8718375528853","1320","1"
"12274","Pc","8719281991465","2860","1"
"12273","Pc","8718734856733","2860","1"
"12277","Pc","89191","200","1"
"12278","Pc","89201","280","1"
"12283","Pkt","8964001085775","450","1"
"12284","Pc","8001841270678","1610","1"
"12285","Pc","8001841270715","1610","1"
"12286","Pc","8001841768809","1140","1"
"12287","Pc","4015400648185","945","1"
"12289","Pc","5060453450734","385","1"
"12289","Pc","5060453450741","385","1"
"12295","Pc","5060453457894","290","1"
"12297","Pc","6971585870309","480","1"
"12298","Pc","89401","160","1"
"12299","Pc","89411","130","1"
"12300","Pc","89421","180","1"
"12300","Pc","6905142800676","180","1"
"12301","Pc","89431","110","1"
"4758","Pc","6972100410017","160","1"
"12030","Pc","86701","140","1"
"12031","Pc","86711","35","1"
"12031","Pc","paper","35","1"
"12032","Pkt","86721","630","1"
"12034","Pc","86741","130","1"
"12033","Pc","86731","150","1"
"12035","Pc","86751","130","1"
"7624","CTN","","1320","24"
"1462","Pc","8961008213873","250","1"
"12036","Pc","8710103774327","4080","1"
"12036","Pc","8710103774389","4080","1"
"12036","Pc","8710103774341","4080","1"
"12037","Pc","8964000088173","230","1"
"12038","Pc","8964000057186","95","1"
"12039","Pc","6953419906033","825","1"
"12039","Pc","6953419906040","825","1"
"12039","Pc","6953419906026","825","1"
"12036","Pc","86764","4080","1"
"12039","Pc","86794","825","1"
"12040","Pc","8850851110029","585","1"
"12040","Pc","8850851110043","585","1"
"12040","Pc","8850851110098","585","1"
"12043","Pc","6928691188965","940","1"
"12042","Pc","6928691189009","1065","1"
"12041","Pc","6953419906408","995","1"
"12041","Pc","6953419906422","995","1"
"12044","Pc","4902508262064","1249","1"
"12045","Pc","4902508008747","1249","1"
"12046","Pc","4902508007726","749","1"
"12047","Pc","4902508008730","1149","1"
"12048","Pc","4902508008754","2099","1"
"12049","Pc","4902508007733","675","1"
"12050","Pc","8710103881674","5130","1"
"12052","Pc","8850851110104","499","1"
"12051","Pc","8850851110074","475","1"
"12053","Pc","8710103787952","3880","1"
"12054","Pc","8710103881445","4280","1"
"12055","Box","8720689011648","9870","1"
"12056","Pc","8720689011624","5130","1"
"12058","Pc","6928691188897","775","1"
"12057","Pc","6928691188927","925","1"
"12060","Pc","6970335160301","845","1"
"12060","Pc","6970335162145","845","1"
"12061","Pc","6970335166044","525","1"
"12062","Pc","5031413911251","280","1"
"12062","Pc","5031413922172","280","1"
"12064","Pc","4902430753173","170","1"
"12065","Pc","8999999032456","280","1"
"12066","Pc","8999999540630","320","1"
"12067","Pc","8991111101965","650","1"
"12068","Pc","8901030725814","330","1"
"12068","Pc","8901030708251","330","1"
"12069","Pc","8156288561671","275","1"
"12069","Pc","8156288561664","275","1"
"12069","Pc","8156288561688","275","1"
"12073","Pc","8964000019542","870","1"
"12074","Pc","8964001049111","1520","1"
"12078","Pc","8851932354349","920","1"
"12077","Pc","8851932354318","920","1"
"12076","Pc","8851932354301","920","1"
"12075","Pc","8851932354325","920","1"
"12079","Pc","5055028346734","390","1"
"12079","Pc","5055028311343","390","1"
"12079","Pc","5055028382008","390","1"
"12079","Pc","5055028311008","390","1"
"12080","Pc","5010724529720","790","1"
"12081","Pc","8710908657672","425","1"
"12082","Pc","50210404","225","1"
"12082","Pc","50210466","225","1"
"12085","Pc","8710908657399","820","1"
"12085","Pc","8710908657122","820","1"
"12083","Pc","8710908658006","880","1"
"12083","Pc","8710908658075","880","1"
"12086","Pc","3574661440477","560","1"
"12087","Pc","8697420534714","270","1"
"12088","Pc","87281","1060","1"
"12089","POUCH","87291","635","1"
"12090","POUCH","87301","920","1"
"12091","Pc","87311","1975","1"
"12092","Pc","87321","1560","1"
"12093","Pc","87331","2075","1"
"12094","Pc","87341","1060","1"
"12095","Pc","87351","645","1"
"12096","Pc","87361","3480","1"
"12097","Pc","87371","1895","1"
"12098","Pc","87381","2440","1"
"12099","Pc","87391","3920","1"
"12100","Pc","87401","2880","1"
"12101","Pc","87411","4290","1"
"12105","Pc","5060453456989","570","1"
"12105","Pc","5060453457009","570","1"
"12105","Pc","5060453457016","570","1"
"12105","Pc","5060453456996","570","1"
"12118","Pc","5060453453834","410","1"
"12120","Pc","5060453450819","550","1"
"12124","Pc","5001591590371","540","1"
"2944","BOTTLE","3574660649864","690","1"
"2944","BOTTLE","3574661266398","690","1"
"12125","Pc","5011501040117","1580","1"
"12126","Pc","8964000835098","220","1"
"12127","Pc","8999999055776","690","1"
"4333","Pc","8901248451475","490","1"
"12128","Pc","437833743543","100","1"
"12129","Pc","3574669907309","430","1"
"1657","BOTTLE","6221155046581","580","1"
"1657","BOTTLE","6221155046154","580","1"
"1657","BOTTLE","6221155046611","580","1"
"9729","BOTTLE","8851932332422","1160","1"
"12132","Pc","5000347054303","395","1"
"1112","Pc","8712561481663","780","1"
"12133","Pc","9300618551767","425","1"
"12134","Pc","5060128982737","485","1"
"12135","Pc","3571700500710","570","1"
"12135","Pc","3571700500758","570","1"
"12135","Pc","3571700500789","570","1"
"12135","Pc","3571700500765","570","1"
"12135","Pc","3571722500347","570","1"
"12135","Pc","3571700500796","570","1"
"12135","Pc","3571700500734","570","1"
"12135","Pc","3571700500741","570","1"
"12136","Pc","5017101009356","680","1"
"12137","Pc","5010724506424","440","1"
"12137","Pc","5010724513095","440","1"
"2822","BOTTLE","3574669907835","670","1"
"12138","Pc","8886467020124","460","1"
"2943","Pc","025929204117","1770","1"
"242","Pump","8961014247978","1280","1"
"12141","Pc","7622201768638","70","1"
"12142","JAR","667258002042","570","1"
"9726","Pc","8934868149767","340","1"
"9726","Pc","8934868149736","340","1"
"5741","Pc","859581006754","890","1"
"12144","Pc","3600542460309","1620","1"
"2931","Pc","4035773088746","520","1"
"2931","Pc","4035773072745","520","1"
"12145","Pc","025929130003","2140","1"
"12145","Pc","025929129205","2140","1"
"12145","Pc","025929203257","2140","1"
"12145","Pc","025929129304","2140","1"
"12145","Pc","025929129601","2140","1"
"12145","Pc","025929129915","2140","1"
"12145","Pc","025929127102","2140","1"
"12145","Pc","025929126907","2140","1"
"12145","Pc","025929129854","2140","1"
"12145","Pc","025929203462","2140","1"
"12145","Pc","025929122206","2140","1"
"20654","BOTTLE","6281006524170","1120","1"
"12145","Pc","025929126808","2140","1"
"12146","Pc","8712561594424","1840","1"
"12146","Pc","8712561611442","1840","1"
"12147","Pc","87871","100","1"
"11824","Pc","84622","125","1"
"12151","Pc","8964000263235","100","1"
"12153","BOTTLE","1860074054595","60","1"
"12154","Pc","8964001024064","50","1"
"12155","1kg","87951","240","1"
"12155","500g","87952","120","0.5"
"12155","250g","87953","60","0.25"
"12156","Pc","87961","410","1"
"12157","POUCH","8964002474646","210","1"
"12158","POUCH","8964002474653","210","1"
"12159","POUCH","8964002474561","230","1"
"12159","POUCH","8964002474578","230","1"
"12160","POUCH","8964002474066","230","1"
"12161","POUCH","8964002474486","230","1"
"12161","POUCH","8964002474479","230","1"
"12161","POUCH","8964002474462","230","1"
"12161","POUCH","8964002474493","230","1"
"12161","POUCH","8964002474448","230","1"
"12162","Pc","3014260283254","360","1"
"12163","BOTTLE","8006540112915","590","1"
"12164","Pc","8006540112977","1060","1"
"12165","Pc","8006540112946","740","1"
"502","CRATE","","1350","12"
"10203","Box","8992741900416","1750","24"
"9858","JAR","7891000071809","950","1"
"11748","JAR","83862","2700","1"
"12169","POUCH","9334214023571","390","1"
"12171","JAR","9311931409161","720","1"
"12171","JAR","9311931105162","720","1"
"12171","JAR","9311931408164","720","1"
"12171","JAR","9311931407167","720","1"
"12171","JAR","9311931903164","720","1"
"12171","JAR","9311931902167","720","1"
"12172","TIN","8859108260456","460","1"
"12173","TIN","8858768026358","235","1"
"12181","Pc","012212213772","190","1"
"12180","Pc","012212213802","210","1"
"12179","Pc","012212213819","125","1"
"12178","Pc","012212213758","320","1"
"12177","Pc","6895257452658","90","1"
"12176","Pc","3451551587071","115","1"
"12175","Pc","012212213765","320","1"
"12174","Pc","012212213796","125","1"
"4291","POUCH","8997212800592","320","1"
"12182","POUCH","6291003070105","720","1"
"12183","Pc","7891000085349","1650","1"
"11856","Box","7622210818522","6720","24"
"9700","BOTTLE","8993417310256","390","1"
"12184","Pc","3600522335566","430","1"
"8549","Pc","2578745825847","495","1"
"12185","Pc","6942691222399","320","1"
"12186","Pc","3600540414311","390","1"
"12186","Pc","3600540366337","390","1"
"12186","Pc","3600540413802","390","1"
"4329","BOTTLE","8961008214009","50","1"
"7888","BOTTLE","8001090944634","970","1"
"12187","BOTTLE","8001090662200","640","1"
"12187","BOTTLE","8001841893440","585","1"
"12187","BOTTLE","8001841893242","585","1"
"12187","BOTTLE","8001090662026","640","1"
"12189","Pc","8964000031858","80","1"
"12190","Pc","8964002574247","380","1"
"5781","POUCH","8964000821138","340","1"
"10851","Pc","6518931887477","90","1"
"12191","Pc","6518931938001","160","1"
"12191","Pc","6518931938018","160","1"
"12192","Pc","8964002346196","30","1"
"727","SACHET","8886950011769","10","1"
"216","POUCH","8886950011776","270","1"
"199","Pc","8886950052168","300","1"
"2434","Pc","8886950055329","390","1"
"10368","Pkt","4904530591952","350","1"
"11618","BOTTLE","5901761919264","1080","1"
"12194","Pc","5907609345691","1620","1"
"12195","Pc","331078600244","490","1"
"12196","Pc","5907609356840","1390","1"
"12198","Pc","88401","60","1"
"12199","Pc","88411","35","1"
"12200","Pkt","88421","75","1"
"12201","Pkt","88431","45","1"
"12202","Pkt","88441","65","1"
"12203","Pkt","88451","85","1"
"12204","Pkt","88461","105","1"
"12205","Pkt","88471","80","1"
"12200","Pkt","6941236506574","75","1"
"12201","Pkt","6941236506512","45","1"
"12202","Pkt","6941236506529","65","1"
"12203","Pkt","6941236506536","85","1"
"12204","Pkt","6941236506543","105","1"
"12206","Pkt","88481","90","1"
"12206","Pkt","4057733899957","90","1"
"12207","Pkt","88491","130","1"
"12207","Pkt","4057733899902","130","1"
"12208","Pc","88501","30","1"
"12208","Pc","6972031919016","30","1"
"12209","Pc","6156200830023","25","1"
"12209","Pc","6937363900217","25","1"
"12211","Pkt","7867246269560","225","1"
"12210","Pc","122101","80","1"
"12211","Pkt","88532","225","1"
"12212","Pkt","8964000115008","295","1"
"12213","Pkt","1188551","220","1"
"12214","Pc","6922139427074","95","1"
"12214","Pc","6922139427081","95","1"
"12215","Pc","8901177104008","175","1"
"7989","Pc","653341107275","240","1"
"7989","Pc","653341107572","240","1"
"12216","Pc","6945313788136","175","1"
"12217","POUCH","8908011235171","240","1"
"12217","POUCH","8908011235140","240","1"
"12218","TIN","6890767817706","560","1"
"12219","Box","8964002755073","290","1"
"12220","Pkt","6130793007109","2280","1"
"8754","Pkt","4800361292382","1750","1"
"12222","Pc","6916790260613","520","1"
"12222","Pc","6916790260620","520","1"
"12223","JAR","6916790266240","820","1"
"12225","Box","8961003513565","235","1"
"12226","Box","8964002444779","235","1"
"1269","Pc","36892","500","1"
"12227","Pc","8964001764045","690","1"
"12228","Pc","8964001764113","590","1"
"12229","Pc","8964001764076","590","1"
"12230","Pc","8964001764274","690","1"
"1006","Pc","28965","300","1"
"12233","Pc","8964001764304","480","1"
"4035","Pc","8964001764120","480","1"
"12232","Pc","8964001764298","570","1"
"4470","Pc","8964001764083","570","1"
"12234","Pc","8964001764281","570","1"
"4470","Pc","03142","570","1"
"4035","Pc","97452","480","1"
"12235","Pc","8964001764137","285","1"
"12236","Pc","8964000769003","75","1"
"12237","PATTA","8961101239985","120","1"
"12238","Pc","3061376194547","880","1"
"12239","Pc","3610340640360","950","1"
"7293","Pc","3610340640414","950","1"
"12241","PATTA","823520381615","165","1"
"12241","PATTA","88832","165","1"
"71","PATTA","6972031916206","115","1"
"71","PATTA","6937363902204","115","1"
"12243","Pc","88851","695","1"
"12245","Pc","88871","50","1"
"12246","Pc","88881","85","1"
"11716","Pkt","4231578912341","70","1"
"12248","Pc","88901","240","1"
"12249","Pc","88911","520","1"
"12253","Pc","88951","1760","1"
"12254","Pc","88961","80","1"
"2690","Pc","75722","145","1"
"12255","Pc","1188971","140","1"
"12256","Pc","88981","55","1"
"12256","Pc","6972854791417","55","1"
"12257","Pc","88991","695","1"
"12258","Pc","122581","160","1"
"12259","Pc","89011","610","1"
"12260","Pc","89021","390","1"
"12261","Pc","89031","525","1"
"12262","Pc","6956742805936","290","1"
"12141","Box","7622201768621","1650","24"
"20468","Pc","204681","340","1"
"6632","Box","7622210349354","9900","24"
"12264","Pc","8904238301620","240","1"
"12264","Pc","8904238301644","240","1"
"12264","Pc","8904238301651","240","1"
"12264","Pc","8904238301637","240","1"
"12265","Pc","122651","30","1"
"12266","Pc","89081","740","1"
"12267","Pc","89091","560","1"
"12268","Pc","89101","780","1"
"12269","Pc","89111","970","1"
"12270","Pc","4084500127074","1470","1"
"12270","Pc","4084500128323","1470","1"
"12270","Pc","5011321595200","1470","1"
"12270","Pc","4084500124103","1470","1"
"12270","Pc","5011321594296","1470","1"
"12270","Pc","5011321594470","1470","1"
"9338","Pc","4005808311835","820","1"
"9338","Pc","4005808795697","820","1"
"9338","Pc","4005808130573","820","1"
"9338","Pc","4005900105431","820","1"
"12271","Pc","9000100729840","410","1"
"12271","Pc","9000101091915","410","1"
"12271","Pc","9000101227314","410","1"
"12222","Pc","6916790260637","520","1"
"12272","Pc","6223000652503","630","1"
"12276","Pc","8718375528006","1320","1"
"12302","Pc","89441","85","1"
"12303","Pc","89451","155","1"
"12304","Pc","899999924783","470","1"
"12304","Pc","899999924851","470","1"
"12305","Pc","3614222348511","330","1"
"12305","Pc","3614221140215","330","1"
"12305","Pc","3614220020495","330","1"
"12305","Pc","3607348580606","330","1"
"12305","Pc","3607340667992","330","1"
"510","Pkt","8961003581038","100","1"
"12308","Pc","8965310048420","190","1"
"12307","Pc","8965310049533","190","1"
"12309","Pkt","894559000761","200","1"
"12310","Box","894559000808","200","1"
"10197","Box","5000159461580","6100","24"
"10198","Box","5000159409056","6000","24"
"12312","Pkt","3570132726439","150","1"
"12313","Pc","6957797345460","690","1"
"12314","Pc","3587925270895","630","1"
"12315","Box","89581","90","1"
"12316","Box","89591","110","1"
"12317","Box","89601","220","1"
"12318","Box","89611","480","1"
"12319","Pc","89621","225","1"
"12320","Pc","89631","255","1"
"12321","Pc","89641","290","1"
"12322","Pc","89651","325","1"
"12325","Pc","6260259001478","50","1"
"12326","Pc","6261149092620","60","1"
"12327","Pc","6262373500349","40","1"
"12328","Pc","","30","1"
"12329","Pc","8964000258989","290","1"
"12331","Pc","8964000258996","380","1"
"12330","Pc","8964000258903","370","1"
"10728","Pc","8964000505069","180","1"
"12332","Pc","8964002137190","165","1"
"12333","TIN","8710428016539","4520","1"
"9481","Pkt","36399789","130","1"
"12334","Pc","6291100170098","2440","1"
"12334","Pc","6291100179466","2440","1"
"12334","Pc","89773","2440","1"
"7842","Pc","43752","1540","1"
"7843","Pc","43762","1640","1"
"12346","Pc","9242376684021","240","1"
"12345","Pc","423735148722","270","1"
"12344","Pc","9243765667816","240","1"
"12343","Pc","8927373926565","240","1"
"12347","TIN","8420701103176","180","1"
